ID	Gene	Control_0	Control_1	Brg1_iko_0	Brg1_iko_1	status	Average_control	Average_Brg1_iKO	log2.fold_change.	test_stat	p_value	q_value	significant
XLOC_001208	Klhdc9	6.17001	7.45242	9.63942	10.1795	OK	6.81121	9.90944	0.540892	0.939113	0.18	0.88758	no
XLOC_004382	Nubpl	2.11433	3.33794	4.50491	3.42961	OK	2.72614	3.96726	0.541287	0.614557	0.392	0.968332	no
XLOC_009393	Apom	1.13178	0	1.31302	0.335007	NOTEST	0.565889	0.824014	0.542149	0	1	1	no
XLOC_006445	Gm3558	0.205813	0.0650356	0.0814331	0.312975	NOTEST	0.135424	0.197204	0.542202	0	1	1	no
XLOC_014612	Mycbp	3.32684	3.93979	5.94701	4.63464	OK	3.63331	5.29082	0.542206	0.889733	0.2024	0.898819	no
XLOC_013730	Setd7	0.720521	0.815354	1.158	1.08032	OK	0.767937	1.11916	0.543357	0.842076	0.2334	0.925191	no
XLOC_016019	Idua	3.62261	2.67638	5.89234	3.28779	OK	3.14949	4.59007	0.543396	0.769924	0.29145	0.953623	no
XLOC_012254	Pbx3	4.09735	4.70603	7.43568	5.39637	OK	4.40169	6.41603	0.543622	1.0988	0.12015	0.859004	no
XLOC_021756	Spata19	0.676996	0.393136	0.589023	0.970904	NOTEST	0.535066	0.779964	0.543691	0	1	1	no
XLOC_002765	Pmp22	86.068	71.0748	115.933	113.191	OK	78.5714	114.562	0.544051	1.96437	0.0064	0.307906	no
XLOC_011043	Sfmbt2	1.49132	0.513707	1.71841	1.20559	OK	1.00251	1.462	0.544326	0.56978	0.3888	0.968146	no
XLOC_004207	Tmc6	2.04255	2.99943	5.17771	2.17801	OK	2.52099	3.67786	0.544876	0.824664	0.22605	0.91644	no
XLOC_022501	Spa17	16.1692	17.4813	26.3314	22.772	OK	16.8252	24.5517	0.545197	0.840114	0.23395	0.925921	no
XLOC_000081	Npas2	0.641478	0.508124	1.20875	0.469003	NOTEST	0.574801	0.838875	0.545392	0	1	1	no
XLOC_019275	Ifitm1	0.556658	1.1718	1.92391	0.599605	OK	0.864229	1.26176	0.545948	0.288264	0.6644	0.995528	no
XLOC_007785	Alg1	19.2813	25.4348	32.8169	32.4711	OK	22.358	32.644	0.546023	1.31939	0.0623	0.727781	no
XLOC_018903	Ccdc89	0.543632	0.873042	0.940262	1.12855	OK	0.708337	1.03441	0.546294	0.484085	0.507	0.984994	no
XLOC_013216	Mlf1	10.7388	6.98357	11.0401	14.8482	OK	8.86121	12.9441	0.546722	0.887346	0.20815	0.901867	no
XLOC_018587	Fbxo27	1.90335	2.82408	4.0589	2.84799	OK	2.36372	3.45344	0.546978	0.775767	0.27985	0.951054	no
XLOC_001549	Adora2a	0.974048	2.42214	3.64387	1.31866	OK	1.69809	2.48127	0.547163	0.678421	0.3356	0.960277	no
XLOC_005571	Zkscan8	1.66684	0.501652	0.764928	2.40516	OK	1.08424	1.58504	0.547832	0.316327	0.55925	0.993239	no
XLOC_010855	Cbwd1	4.02025	3.8142	4.84709	6.6062	OK	3.91722	5.72664	0.547857	0.941069	0.1776	0.88758	no
XLOC_008037	Rbm11	0.760105	0.514428	1.02347	0.839931	OK	0.637267	0.9317	0.547968	0.544107	0.45465	0.983978	no
XLOC_007579	A4galt	0.567342	1.67673	2.29503	0.986079	OK	1.12204	1.64056	0.548065	0.607438	0.3748	0.966361	no
XLOC_009988	Map3k8	0.302192	0.640676	0.595907	0.783149	NOTEST	0.471434	0.689528	0.548553	0	1	1	no
XLOC_021062	Rpl13	59.5306	69.1367	91.6572	96.5599	OK	64.3336	94.1086	0.548753	1.44941	0.0406	0.638868	no
XLOC_001434	Ddo	0	0.0534032	0	0.0781291	NOTEST	0.0267016	0.0390646	0.548934	0	1	1	no
XLOC_022880	Fam212a	4.38947	3.52973	8.06743	3.52049	OK	3.9596	5.79396	0.549195	0.705422	0.32495	0.958004	no
XLOC_014048	Cyb561d1	0.37828	0.357975	0.573653	0.504043	NOTEST	0.368128	0.538848	0.549671	0	1	1	no
XLOC_003002	Acaca	0.98808	1.04114	1.67506	1.29623	OK	1.01461	1.48565	0.550168	1.06739	0.12575	0.867143	no
XLOC_017340	Bola3	93.5334	108.269	133.069	162.427	OK	100.901	147.748	0.550193	1.35891	0.05555	0.693051	no
XLOC_014805	Dhrs3	1.43986	2.93333	3.64551	2.75897	OK	2.18659	3.20224	0.550396	0.607027	0.382	0.967663	no
XLOC_006574	Ptgdr	0.11223	0.450973	0.345874	0.479088	NOTEST	0.281601	0.412481	0.550672	0	1	1	no
XLOC_009811	Pcdhb17	2.06351	1.46515	2.97702	2.19297	OK	1.76433	2.585	0.551039	0.132452	0.8074	0.997713	no
XLOC_013514	F3	28.252	30.3226	44.9224	40.9588	OK	29.2873	42.9406	0.552069	1.74658	0.013	0.429415	no
XLOC_007282	Nckap1l	0.334419	1.43706	1.7502	0.847692	OK	0.885737	1.29894	0.552389	0.757218	0.2836	0.951054	no
XLOC_018938	Lipt2	6.31316	8.20485	11.2535	10.0459	OK	7.259	10.6497	0.552973	0.895881	0.2058	0.901867	no
XLOC_001845	Stat6	0.845179	1.46782	2.15816	1.23789	OK	1.1565	1.69802	0.554094	0.469108	0.49985	0.984994	no
XLOC_009330	Zfp811	1.72912	1.61189	2.67919	2.22668	OK	1.6705	2.45293	0.554223	0.955829	0.1698	0.877189	no
XLOC_009899	Pdgfrb	0.0898867	4.03994	4.48344	1.58112	OK	2.06491	3.03228	0.554322	1.04301	0.1333	0.872802	no
XLOC_008233	Liph	1.54044	0.764539	2.07051	1.31447	OK	1.15249	1.69249	0.554389	0.793554	0.26225	0.944572	no
XLOC_002682	Slc36a1	0.624345	0.799292	1.18406	0.906915	OK	0.711819	1.04549	0.55459	0.747427	0.28095	0.951054	no
XLOC_019286	Rplp2	13.021	15.5321	25.382	16.576	OK	14.2765	20.979	0.5553	0.565544	0.41175	0.973162	no
XLOC_000767	Mfsd9	1.35016	1.19029	1.91545	1.81856	OK	1.27022	1.867	0.555642	0.790409	0.2537	0.943582	no
XLOC_023773	Renbp	1.16365	6.3986	7.25001	3.87069	OK	3.78113	5.56035	0.55636	0.765489	0.27495	0.950012	no
XLOC_014299	Phf24	1.49923	0.285713	1.38749	1.23828	OK	0.892471	1.31288	0.55686	0.669475	0.35615	0.964224	no
XLOC_009370	Ppt2	24.5026	21.5035	38.0725	29.6139	OK	23.0031	33.8432	0.55704	1.62145	0.0244	0.549643	no
XLOC_001981	Enpp3	4.23417	2.97679	5.72835	4.89145	OK	3.60548	5.3099	0.558493	1.12615	0.1055	0.834576	no
XLOC_017417	Kbtbd8	1.46855	0.790968	1.12041	2.2095	OK	1.12976	1.66496	0.559472	0.930254	0.1877	0.895006	no
XLOC_000388	Klhdc8a	0.599863	0.233959	0.703916	0.525252	NOTEST	0.416911	0.614584	0.559873	0	1	1	no
XLOC_008752	Slc37a1	1.09411	1.03244	1.50715	1.62834	OK	1.06328	1.56775	0.560177	0.678784	0.3342	0.959784	no
XLOC_006880	Zic5	0.0682582	1.04612	1.23746	0.405746	NOTEST	0.55719	0.821601	0.560269	0	1	1	no
XLOC_019245	Adgra1	2.47348	2.93274	4.78196	3.19274	OK	2.70311	3.98735	0.560812	1.28673	0.0703	0.751305	no
XLOC_001163	Atp1b1	39.6299	28.1786	55.5469	44.4777	OK	33.9042	50.0123	0.560818	1.7637	0.0105	0.391907	no
XLOC_001303	Mfsd7b	3.2559	2.79415	4.55304	4.37371	OK	3.02502	4.46337	0.561188	1.25045	0.0764	0.776457	no
XLOC_021378	Ednra	1.92229	1.22905	1.90065	2.75023	OK	1.57567	2.32544	0.561538	0.851478	0.2348	0.926676	no
XLOC_020305	Nupr1	3.24644	19.7284	26.3806	7.53012	OK	11.4874	16.9554	0.561689	0.813965	0.2431	0.933073	no
XLOC_012980	Ptgis	1.16281	1.94809	2.31792	2.27419	OK	1.55545	2.29605	0.561824	0.57994	0.41405	0.973804	no
XLOC_016574	Aasdh	2.18477	1.96213	2.72247	3.3992	OK	2.07345	3.06083	0.561889	0.949251	0.1794	0.88758	no
XLOC_001942	Ltv1	19.5536	25.0236	33.7234	32.0998	OK	22.2886	32.9116	0.56229	1.62909	0.0227	0.537753	no
XLOC_009939	Stard6	0.103228	0.420152	0.428577	0.344264	NOTEST	0.26169	0.386421	0.562315	0	1	1	no
XLOC_018389	Pla2g4c	0	0.0945919	0.0515088	0.0881709	NOTEST	0.0472959	0.0698398	0.562334	0	1	1	no
XLOC_009802	Pcdhb8	2.39453	1.54016	3.15921	2.65218	OK	1.96735	2.9057	0.562634	0.120342	0.78825	0.997713	no
XLOC_006047	Atxn7	1.22429	1.07757	1.38001	2.02183	OK	1.15093	1.70092	0.563522	0.992625	0.15605	0.872802	no
XLOC_001920	Syne1	1.00682	0.551733	1.52853	0.77551	OK	0.779277	1.15202	0.563957	0.839514	0.2295	0.922447	no
XLOC_008249	P3h2	2.87102	1.27001	3.36255	2.76433	OK	2.07051	3.06344	0.565166	0.747177	0.274	0.948802	no
XLOC_023184	Zic3	0.456301	0.696493	1.05288	0.652841	OK	0.576397	0.852861	0.565248	0.579202	0.405	0.9722	no
XLOC_001614	Fstl3	0.161908	0	0.124022	0.115668	NOTEST	0.0809542	0.119845	0.565988	0	1	1	no
XLOC_003546	Tcf7	1.97182	2.49682	5.08647	1.53143	OK	2.23432	3.30895	0.566536	0.858704	0.2326	0.924627	no
XLOC_004948	Tgfb3	5.44115	4.38575	6.90302	7.6508	OK	4.91345	7.27691	0.56659	1.2828	0.066	0.739025	no
XLOC_007145	Parvb	0.165488	0.151308	0.303111	0.166159	NOTEST	0.158398	0.234635	0.566866	0	1	1	no
XLOC_012918	Tgm2	0.768326	1.63133	2.13619	1.41937	OK	1.19983	1.77778	0.567249	0.767639	0.2748	0.950012	no
XLOC_017764	Creb3l2	2.41068	2.0731	3.44312	3.2049	OK	2.24189	3.32401	0.568209	0.956041	0.1775	0.88758	no
XLOC_023873	Zdhhc15	1.7517	1.72357	2.32732	2.82674	OK	1.73763	2.57703	0.568587	1.1722	0.0958	0.814732	no
XLOC_001098	Hmcn1	0.0284901	0.0562936	0.0931478	0.0325973	NOTEST	0.0423918	0.0628725	0.568644	0	1	1	no
XLOC_002390	Nxph4	0.0748087	1.00672	1.1081	0.496996	NOTEST	0.540765	0.802546	0.569581	0	1	1	no
XLOC_005462	Ccdc125	0.210611	0.405864	0.299691	0.615237	NOTEST	0.308237	0.457464	0.569617	0	1	1	no
XLOC_001272	Degs1	89.1626	81.0489	129.258	123.461	OK	85.1058	126.359	0.570204	2.07419	0.00295	0.207369	no
XLOC_017297	Krcc1	11.8048	12.8225	19.2638	17.3033	OK	12.3137	18.2835	0.570287	1.4708	0.03675	0.616045	no
XLOC_014026	Cept1	7.25473	9.76672	10.6007	14.6914	OK	8.51072	12.6461	0.571336	1.09933	0.12275	0.864176	no
XLOC_008376	St3gal6	4.43614	6.22629	7.84595	8.00026	OK	5.33122	7.92311	0.571602	1.08153	0.11895	0.856571	no
XLOC_000292	Traf3ip1	1.43673	1.80941	1.69049	3.13614	OK	1.62307	2.41332	0.572293	0.826012	0.2336	0.925617	no
XLOC_004250	Pycr1	3.91746	4.22162	6.64548	5.46022	OK	4.06954	6.05285	0.572749	1.24925	0.07045	0.751305	no
XLOC_000795	Dnah7a	0.0353714	0.0342047	0.0562742	0.0472135	NOTEST	0.0347881	0.0517438	0.572795	0	1	1	no
XLOC_019703	Fxyd1	0.291453	6.63109	8.12038	2.17817	OK	3.46127	5.14928	0.573067	0.40474	0.52	0.985633	no
XLOC_007916	Wdr53	6.49962	7.8062	10.0876	11.1955	OK	7.15291	10.6415	0.573105	0.906801	0.2009	0.896459	no
XLOC_003735	Slc13a5	1.1492	1.13609	1.88862	1.51181	OK	1.14264	1.70021	0.573342	0.721252	0.3024	0.95476	no
XLOC_023995	Ptchd1	0.277294	0.16358	0.212547	0.443558	NOTEST	0.220437	0.328053	0.57356	0	1	1	no
XLOC_006966	Fzd6	0.125396	0.686551	0.368198	0.840302	NOTEST	0.405974	0.60425	0.57376	0	1	1	no
XLOC_015569	Pik3cd	0.577544	0.89979	0.909064	1.28985	OK	0.738667	1.09946	0.573797	0.674081	0.32155	0.957006	no
XLOC_006024	Gm3002	0	0.0476393	0.0264554	0.0444652	NOTEST	0.0238197	0.0354603	0.574051	0	1	1	no
XLOC_007938	Itgb5	1.38116	13.4125	14.5846	7.44021	OK	7.39681	11.0124	0.574156	1.34274	0.05855	0.70961	no
XLOC_003393	Gck	0.463408	0.329748	0.737901	0.44299	NOTEST	0.396578	0.590445	0.574199	0	1	1	no
XLOC_019155	Apobr	0.4034	0.307138	0.752997	0.305226	NOTEST	0.355269	0.529111	0.574659	0	1	1	no
XLOC_016632	Ccdc158	0.0488221	0.155874	0	0.305051	NOTEST	0.102348	0.152525	0.575564	0	1	1	no
XLOC_018086	Plxnd1	0.865785	1.12572	1.22894	1.73934	OK	0.995753	1.48414	0.575768	0.884973	0.21225	0.905888	no
XLOC_019184	Orai3	5.60424	5.29815	10.987	5.26769	OK	5.4512	8.12735	0.576212	1.12882	0.11145	0.843407	no
XLOC_021419	Junb	91.1102	125.587	202.301	120.837	OK	108.349	161.569	0.57647	1.98362	0.0049	0.269564	no
XLOC_010678	Tmem151a	0.426194	0.122728	0.445301	0.373463	NOTEST	0.274461	0.409382	0.576845	0	1	1	no
XLOC_021357	Plvap	8.21054	6.20312	12.3612	9.14295	OK	7.20683	10.7521	0.577181	1.02038	0.1478	0.872802	no
XLOC_007317	Fam105a	4.26036	5.67917	8.37684	6.46203	OK	4.96977	7.41944	0.578131	1.33964	0.05815	0.708763	no
XLOC_005485	Plk2	60.3278	45.2185	73.2719	84.3827	OK	52.7731	78.8273	0.578892	2.07463	0.00415	0.248862	no
XLOC_005882	Zfp825	1.61208	2.88665	3.06278	3.65741	OK	2.24936	3.36009	0.578986	0.793954	0.26005	0.944572	no
XLOC_019727	Chst8	0.237007	0.168759	0.457058	0.149273	NOTEST	0.202883	0.303166	0.579457	0	1	1	no
XLOC_016450	Spon2	0.869063	0.398345	1.04867	0.845669	OK	0.633704	0.947167	0.57981	0.512058	0.4877	0.984994	no
XLOC_009582	Dennd1c	0	0.605044	0.732067	0.172557	NOTEST	0.302522	0.452312	0.580279	0	1	1	no
XLOC_020026	Thrsp	2.12086	4.50514	5.37888	4.53527	OK	3.313	4.95707	0.581352	0.67274	0.3317	0.959764	no
XLOC_019786	Bcl2l12	0.704888	3.45458	2.8999	3.32429	OK	2.07973	3.11209	0.581487	0.427654	0.55865	0.993239	no
XLOC_009352	B3galt4	3.25075	3.13153	5.77447	3.77958	OK	3.19114	4.77703	0.582041	0.788653	0.2545	0.944572	no
XLOC_014861	A430005L14Rik	39.835	51.6183	69.3639	67.626	OK	45.7266	68.495	0.582963	1.69641	0.0178	0.497182	no
XLOC_005190	Cmah	0	0.0358173	0.0260045	0.02768	NOTEST	0.0179086	0.0268422	0.583848	0	1	1	no
XLOC_014332	Ccdc180	0.173072	0	0.206167	0.0532689	NOTEST	0.0865362	0.129718	0.584003	0	1	1	no
XLOC_007781	4930451G09Rik	0.27488	0.173447	0	0.672184	NOTEST	0.224164	0.336092	0.584302	0	1	1	no
XLOC_021105	Pex11g	1.5797	3.36206	3.55346	3.85788	OK	2.47088	3.70567	0.584707	0.657601	0.34285	0.960722	no
XLOC_014987	Fam219a	5.19322	4.62344	8.50216	6.24851	OK	4.90833	7.37534	0.587476	1.13949	0.10955	0.841756	no
XLOC_016679	Gbp6	0.0144073	0.0378004	0.0345424	0.0439238	NOTEST	0.0261038	0.0392331	0.587812	0	1	1	no
XLOC_021787	Siae	4.65944	4.19367	6.44917	6.85809	OK	4.42655	6.65363	0.587958	1.44085	0.0403	0.638868	no
XLOC_011694	Slc27a2	0.312497	0.213693	0.461742	0.329279	NOTEST	0.263095	0.395511	0.588132	0	1	1	no
XLOC_001047	Optc	0.71646	1.13729	1.86608	0.920685	OK	0.926874	1.39338	0.588149	0.477349	0.5172	0.985633	no
XLOC_007990	Btla	0.0363183	0	0	0.0546053	NOTEST	0.0181591	0.0273026	0.588346	0	1	1	no
XLOC_022110	Ripply2	9.63293	6.70862	15.6528	8.92341	OK	8.17078	12.2881	0.588718	0.573841	0.40315	0.970921	no
XLOC_006672	Nrl	0	0.0570473	0.0858562	0	NOTEST	0.0285237	0.0429281	0.589763	0	1	1	no
XLOC_005625	Hist1h3c	0	3.71011	4.18572	1.39804	OK	1.85506	2.79188	0.589772	0.352696	0.42115	0.97457	no
XLOC_007059	Mfsd3	4.60936	3.56391	7.16227	5.1392	OK	4.08664	6.15073	0.589845	0.957975	0.1811	0.888507	no
XLOC_021569	Gcsh	26.1232	24.0411	40.7735	34.7646	OK	25.0822	37.769	0.590542	1.80314	0.01145	0.405818	no
XLOC_007824	Cebpd	5.91819	8.76745	13.4621	8.66644	OK	7.34282	11.0643	0.591502	0.746683	0.2586	0.944572	no
XLOC_002308	Acss3	0	0.0861995	0	0.129909	NOTEST	0.0430997	0.0649546	0.591752	0	1	1	no
XLOC_017088	Irf5	0.818733	1.73983	2.5411	1.31497	OK	1.27928	1.92803	0.591795	0.714458	0.30305	0.95476	no
XLOC_010753	Gng3	126.017	93.5182	182.671	148.213	OK	109.767	165.442	0.591871	1.75665	0.012	0.412598	no
XLOC_010837	Ostf1	300.418	238	402.133	409.423	OK	269.209	405.778	0.591965	2.1747	0.0027	0.198623	no
XLOC_002870	P2rx5	0.162596	0.246327	0.0954628	0.520997	NOTEST	0.204462	0.30823	0.592177	0	1	1	no
XLOC_022717	Aph1c	0.237989	0.316883	0.402588	0.43396	NOTEST	0.277436	0.418274	0.592292	0	1	1	no
XLOC_007516	Card10	0.0646348	0.643979	0.323839	0.744917	NOTEST	0.354307	0.534378	0.592862	0	1	1	no
XLOC_003617	Pemt	6.31867	4.65309	8.49098	8.06987	OK	5.48588	8.28042	0.593981	0.842321	0.2224	0.914056	no
XLOC_005704	Atxn1	0.57803	0.360312	0.78327	0.633456	NOTEST	0.469171	0.708363	0.594375	0	1	1	no
XLOC_000038	Efhc1	0.263482	0.559052	0.751808	0.491963	NOTEST	0.411267	0.621886	0.596573	0	1	1	no
XLOC_004526	Samd15	0.605484	0.213519	0.837619	0.400917	NOTEST	0.409502	0.619268	0.596695	0	1	1	no
XLOC_013847	Sema4a	6.10782	3.23715	6.84571	7.29263	OK	4.67249	7.06917	0.597351	1.26168	0.07535	0.772047	no
XLOC_009083	Rhoq	23.9341	15.2565	29.85	29.4656	OK	19.5953	29.6578	0.597908	1.9294	0.0064	0.307906	no
XLOC_002013	Fam26f	0.141318	0.934843	1.63045	0	NOTEST	0.53808	0.815227	0.59938	0	1	1	no
XLOC_008657	Rps2	17.9641	14.8395	26.9715	22.7573	OK	16.4018	24.8644	0.60023	1.16501	0.095	0.814732	no
XLOC_022699	Smad3	2.66328	2.90406	4.72331	3.71952	OK	2.78367	4.22141	0.600738	1.33813	0.0606	0.718624	no
XLOC_000389	Nuak2	0.205524	0.333911	0.586914	0.231353	NOTEST	0.269718	0.409133	0.601121	0	1	1	no
XLOC_004361	Sostdc1	3.30925	1.67974	2.90549	4.66282	OK	2.4945	3.78415	0.601222	0.737369	0.2862	0.9513	no
XLOC_001356	Adat2	1.23123	1.69651	2.48335	1.96188	OK	1.46387	2.22261	0.602473	0.336872	0.64015	0.995528	no
XLOC_013614	Pigk	4.36011	5.0466	7.70213	6.58062	OK	4.70335	7.14138	0.602513	1.60856	0.02295	0.537753	no
XLOC_012220	Ier5l	56.6421	47.6247	88.2856	70.0987	OK	52.1334	79.1921	0.60315	1.63777	0.02205	0.535506	no
XLOC_013213	Lekr1	1.13789	1.52106	1.49821	2.54176	OK	1.32947	2.01998	0.603489	0.754726	0.28135	0.951054	no
XLOC_010314	Pygm	0.121885	0.694304	0.571687	0.668546	NOTEST	0.408095	0.620117	0.603636	0	1	1	no
XLOC_019242	Pwwp2b	1.70336	1.57508	3.79555	1.18626	OK	1.63922	2.49091	0.603661	0.772647	0.2864	0.9513	no
XLOC_006344	Dok2	0.404605	0.852758	1.12247	0.788825	OK	0.628681	0.955649	0.604153	0.498406	0.44795	0.981117	no
XLOC_000705	Kcnq5	0.482703	0.316518	0.786165	0.428904	NOTEST	0.399611	0.607535	0.604372	0	1	1	no
XLOC_023747	Gabre	0.123911	0.0978083	0.181215	0.155871	NOTEST	0.110859	0.168543	0.604385	0	1	1	no
XLOC_003720	Inca1	0.872938	0.601662	1.72585	0.516261	OK	0.7373	1.12105	0.604532	0.427177	0.48445	0.984994	no
XLOC_008697	Rgs11	0.393368	0.661927	0.912075	0.692704	NOTEST	0.527648	0.802389	0.604728	0	1	1	no
XLOC_002477	Gatsl3	0.272066	0.952872	0.869698	0.993956	OK	0.612469	0.931827	0.605426	0.437569	0.5365	0.989553	no
XLOC_016817	Rhof	3.79416	2.95646	5.78249	4.48838	OK	3.37531	5.13543	0.605465	1.01552	0.1494	0.872802	no
XLOC_009116	Rsph3b	2.69653	2.33978	3.76248	3.90084	OK	2.51816	3.83166	0.605599	0.761457	0.26895	0.946073	no
XLOC_011014	Zfp950	3.17797	2.71136	5.27496	3.68689	OK	2.94466	4.48092	0.605694	1.10051	0.1126	0.848052	no
XLOC_019805	Trpm4	2.76356	1.43328	3.45801	2.93207	OK	2.09842	3.19504	0.60653	0.50099	0.4916	0.984994	no
XLOC_018729	Fuz	13.3263	15.5576	23.6442	20.3655	OK	14.4419	22.0048	0.607558	0.826653	0.22975	0.922573	no
XLOC_017324	Eva1a	0.528737	1.35654	2.03223	0.841068	OK	0.94264	1.43665	0.607927	0.536832	0.45775	0.984994	no
XLOC_014898	Perm1	0.412809	0.449073	1.18973	0.12389	NOTEST	0.430941	0.656812	0.607991	0	1	1	no
XLOC_020710	Npy1r	0.185238	0.71673	0.61775	0.757449	NOTEST	0.450984	0.687599	0.608493	0	1	1	no
XLOC_002237	1190007I07Rik	22.431	20.2661	34.3301	30.7935	OK	21.3486	32.5618	0.609041	1.01485	0.14995	0.872802	no
XLOC_005925	Sv2c	2.73744	1.73271	3.61865	3.20199	OK	2.23508	3.41032	0.609584	1.10289	0.1102	0.841756	no
XLOC_020041	Serpinh1	14.8508	61.9682	80.3216	36.9258	OK	38.4095	58.6237	0.61002	1.93072	0.00605	0.305072	no
XLOC_022873	Sema3b	1.37668	1.01554	1.93585	1.71657	OK	1.19611	1.82621	0.6105	0.830621	0.20365	0.899622	no
XLOC_011703	Adra2b	0.0231835	0.0673949	0.0810668	0.0573545	NOTEST	0.0452892	0.0692107	0.611826	0	1	1	no
XLOC_006529	Timm23	4.26846	3.722	5.85901	6.3558	OK	3.99523	6.10741	0.612282	0.824165	0.2381	0.928979	no
XLOC_020412	Zfp941	2.79871	1.91385	3.35009	3.85401	OK	2.35628	3.60205	0.612305	1.16512	0.10295	0.829448	no
XLOC_008775	Myo1f	0.222148	1.41091	1.24885	1.24873	OK	0.81653	1.24879	0.612955	0.706798	0.31025	0.955571	no
XLOC_011972	Trp53rkb	0.917072	0.646466	1.25138	1.1408	OK	0.781769	1.19609	0.613511	0.840768	0.2381	0.928979	no
XLOC_002801	Hes7	0.769448	0.694703	0.290276	1.95008	OK	0.732076	1.12018	0.613662	0.291544	0.6948	0.995528	no
XLOC_013810	Tlr2	1.03234	2.01863	2.19943	2.46909	OK	1.52549	2.33426	0.613699	0.801587	0.2519	0.94207	no
XLOC_002402	Myl6	12.149	28.8321	31.6218	31.0908	OK	20.4906	31.3563	0.613793	1.07468	0.13485	0.872802	no
XLOC_011533	Lrp4	1.80003	2.38129	3.54846	2.85063	OK	2.09066	3.19954	0.613905	0.915759	0.1945	0.895006	no
XLOC_003263	Cd300a	0.245919	0.684241	0.737253	0.687132	NOTEST	0.46508	0.712193	0.614788	0	1	1	no
XLOC_012306	Rbm43	11.9948	8.6125	15.7902	15.7712	OK	10.3036	15.7807	0.615007	1.50412	0.034	0.608523	no
XLOC_016894	Col26a1	17.262	25.7846	37.7002	28.2509	OK	21.5233	32.9756	0.615496	1.95662	0.0061	0.305072	no
XLOC_000380	Pm20d1	0.145918	0.422338	0.760763	0.11022	NOTEST	0.284128	0.435492	0.616104	0	1	1	no
XLOC_021900	Apoa1	0.9821	1.96874	2.4397	2.0888	OK	1.47542	2.26425	0.61791	0.448165	0.5491	0.991074	no
XLOC_000441	Kcnt2	0.989642	0.288887	0.722895	1.23921	OK	0.639265	0.981054	0.617919	0.666085	0.33425	0.959784	no
XLOC_013446	Dennd2c	0.427244	0.17776	0.470275	0.458435	NOTEST	0.302502	0.464355	0.618285	0	1	1	no
XLOC_003822	Tefm	7.40155	9.58061	13.4907	12.5835	OK	8.49108	13.0371	0.618604	1.16688	0.096	0.814732	no
XLOC_013440	Ngf	0	1.40311	1.61164	0.543298	OK	0.701557	1.07747	0.619016	0.422138	0.5953	0.995528	no
XLOC_014218	Trp53inp1	3.47451	1.25796	4.33756	2.93197	OK	2.36624	3.63476	0.619268	1.47551	0.0385	0.625341	no
XLOC_019683	Upk1a	0.739624	0.565913	1.63155	0.373961	OK	0.652769	1.00275	0.619324	0.457283	0.52025	0.985633	no
XLOC_015437	Grrp1	0.162339	0.369355	0	0.816919	NOTEST	0.265847	0.408459	0.619596	0	1	1	no
XLOC_012285	Zbtb26	0.420764	0.423346	0.365794	0.931332	NOTEST	0.422055	0.648563	0.619816	0	1	1	no
XLOC_011016	Csf2ra	27.9198	28.9755	37.5049	49.9358	OK	28.4476	43.7204	0.619996	1.71842	0.01475	0.456061	no
XLOC_005567	Pgbd1	0.680719	0.789474	1.24304	1.01773	OK	0.735096	1.13038	0.620805	0.700807	0.32115	0.957006	no
XLOC_018145	Eno2	4.03559	3.78686	6.31304	5.72746	OK	3.91122	6.02025	0.622204	1.20461	0.08675	0.800374	no
XLOC_001999	Ncoa7	0.441562	1.15092	1.15559	1.29658	OK	0.79624	1.22608	0.622779	0.876857	0.21945	0.909641	no
XLOC_005172	Hist1h1d	3.72199	2.57631	5.99877	3.70335	OK	3.14915	4.85106	0.623337	0.449331	0.5444	0.990255	no
XLOC_021895	Fxyd2	3.5592	2.15995	5.10838	3.70416	OK	2.85958	4.40627	0.623755	0.452609	0.5094	0.984994	no
XLOC_003910	Rsad1	2.15328	1.98857	3.44815	2.93414	OK	2.07092	3.19114	0.623801	1.19251	0.096	0.814732	no
XLOC_021408	Mri1	23.6537	20.9502	37.249	31.4944	OK	22.302	34.3717	0.624048	1.87064	0.0074	0.332029	no
XLOC_022677	Senp8	1.09436	1.18568	2.12876	1.38537	OK	1.14002	1.75707	0.624106	0.958041	0.17055	0.878294	no
XLOC_004044	Ghdc	7.132	9.80723	15.6207	10.492	OK	8.46961	13.0564	0.624385	1.49687	0.0369	0.616045	no
XLOC_008766	Zfp472	2.63834	2.97177	3.03716	5.61227	OK	2.80506	4.32472	0.624575	1.08759	0.126	0.867143	no
XLOC_006419	Cldn10	19.4981	19.3703	30.4495	29.4924	OK	19.4342	29.9709	0.624965	1.27664	0.0692	0.751305	no
XLOC_018946	Coa4	7.12189	7.48602	13.0539	9.47454	OK	7.30395	11.2642	0.624999	1.00095	0.15695	0.872802	no
XLOC_010003	Abhd3	8.5764	9.97366	14.1965	14.4241	OK	9.27503	14.3103	0.62563	1.49076	0.0347	0.609804	no
XLOC_000542	Arhgap30	0.248535	0.292391	0.531075	0.303595	NOTEST	0.270463	0.417335	0.625773	0	1	1	no
XLOC_005426	Rps23	2.00815	3.58126	5.60696	3.01814	OK	2.79471	4.31255	0.625845	0.453071	0.5214	0.985633	no
XLOC_020281	Palb2	1.4132	0.996453	2.08668	1.6328	OK	1.20483	1.85974	0.626272	0.811951	0.23295	0.92478	no
